order_id,customer_id,order_date,category,product_name,unit_price,quantity,country,payment_method,channel,order_status
ORD103398,CUST915,2024-07-11,Books,Cookbook,258.94,1.0,India,UPI,Marketplace,Delivered
ORD104472,CUST1142,17/03/2024,Sports,Yoga Mat,2192.39,2.0,USA,Net Banking,Mobile App,Delivered
ORD100989,CUST139,2024-05-13,Beauty,Makeup Brush Kit,1201.1,5.0,India,Net Banking,MOBILE APP,Returned
ORD100816,CUST138,26/01/2024,Sports,Resistance Bands,1129.06,1.0,India,Credit Card,Website,Delivered
ORD104488,CUST1771,15/03/2024,Electronics,Wireless Earbuds,4510.61,1.0,India,Debit Card,Marketplace,Delivered
ORD103990,CUST732,2024-03-31,Sports,Yoga Mat,2132.34,2.0,India,Net Banking,MOBILE APP,Delivered
ORD100063,CUST29,02-10-2024,Electronics,Power Bank,581.76,1.0,India,UPI,Mobile App,Returned
ORD103276,CUST1353,2024-03-02,Fashion,Denim Jacket,757.98,1.0,France,Debit Card,Mobile App,Delivered
ORD101930,CUST470,2024-07-18,Sports,Water Bottle,1160.26,1.0,USA,Debit Card,Website,Delivered
ORD101272,CUST737,2024-06-29,Home & Kitchen,Non-stick Pan Set,3128.35,1.0,India,Credit Card,Website,Returned
ORD103992,CUST448,03-01-2024,Electronics,Smartwatch,3122.79,1.0,nan,Debit Card,Website,delivered
ORD105436,CUST1047,09/03/2024,Beauty,Face Serum,1255.21,1.0,India,COD,Mobile App,Delivered
ORD105650,CUST1725,10/08/2024,Electronics,USB-C Cable,1618.44,1.0,USA,Net Banking,Website,Delivered
ORD104252,CUST174,2024-04-10,Electronics,Phone Case,4507.14,1.0,India,Credit Card,Website,Delivered
ORD100190,CUST1630,2024-03-26,Beauty,Face Serum,368.64,2.0,USA,COD,Marketplace,Delivered
ORD103405,CUST215,2024-03-16,Electronics,Phone Case,685.78,1.0,UK,Credit Card,Mobile App,Delivered
ORD101185,CUST954,05-22-2024,Books,Self-Help Guide,226.9,1.0,UK,Credit Card,Marketplace,Delivered
ORD102966,CUST90,2024-01-27,Beauty,Lip Balm Set,328.27,3.0,india,PayPal,Marketplace,Delivered
ORD104754,CUST1505,06-22-2024,Beauty,Hair Dryer,946.07,1.0,India,UPI,Marketplace,Delivered
ORD100444,CUST1463,01/06/2024,Electronics,Phone Case,4797.29,1.0,India,UPI,Website,Returned
ORD103775,CUST185,2024-08-02,Home & Kitchen,LED Desk Lamp,1929.29,1.0,India,UPI,Mobile App,Delivered
ORD104152,CUST1531,06-28-2024,Sports,Yoga Mat,1833.83,1.0,India,Debit Card,Website,Delivered
ORD100398,CUST551,2024-02-19,Fashion,Denim Jacket,564.88,2.0,india,Net Banking,Mobile App,Delivered
ORD101651,CUST1521,01-09-2024,Beauty,Lip Balm Set,274.06,1.0,India,Debit Card,Marketplace,Cancelled
ORD100810,CUST325,2024-04-17,Toys,Puzzle 1000pc,1279.95,2.0,India,credit card,Marketplace,Delivered
ORD100658,CUST573,2024-06-26,Electronics,USB-C Cable,4367.49,1.0,USA,Credit Card,Website,Delivered
ORD102008,CUST1233,25/08/2024,Sports,Yoga Mat,1093.48,1.0,France,Credit Card,website,Delivered
ORD101353,CUST742,2024-01-26,Electronics,USB-C Cable,4562.4,1.0,India,Credit Card,website,Delivered
ORD101697,CUST197,2024-01-19,Sports,Cycling Gloves,2069.15,1.0,India,PayPal,Website,Delivered
ORD100126,CUST1246,28/05/2024,Toys,Building Blocks Set,701.26,1.0,UAE,Net Banking,Mobile App,Delivered
ORD105410,CUST745,2024-04-18,Electronics,Smartwatch,1241.09,2.0,Germany,UPI,Marketplace,Delivered
ORD100188,CUST1259,2024-06-04,Beauty,Face Serum,1473.61,2.0,United States,Credit Card,Mobile App,Delivered
ORD105529,CUST74,2024-09-27,Sports,Cycling Gloves,1598.92,4.0,Germany,,website,Delivered
ORD101070,CUST240,23/08/2024,Electronics,Bluetooth Speaker,3424.7,1.0,India,Debit Card,Mobile App,Delivered
ORD101631,CUST1544,03-08-2024,Electronics,Wireless Earbuds,1096.72,1.0,India,credit card,Website,Cancelled
ORD102934,CUST225,2024-05-21,Fashion,Leather Wallet,2300.13,1.0,India,UPI,Mobile App,Cancelled
ORD103696,CUST924,2024-05-26,Fashion,Sunglasses,781.6,1.0,USA,COD,Website,Delivered
ORD105251,CUST1315,13/05/2024,Beauty,Hair Dryer,1476.55,3.0,India,Debit Card,Mobile App,Delivered
ORD101033,CUST259,2024-03-03,Electronics,Power Bank,4244.18,1.0,India,Credit Card,Website,Delivered
ORD103501,,2024-04-22,Electronics,Smartwatch,852.15,1.0,India,credit card,Website,Delivered
ORD105863,CUST269,2024-07-07,Fashion,Denim Jacket,791.96,2.0,United States,Credit Card,Mobile App,Delivered
ORD105100,CUST744,2024-08-28,Toys,Puzzle 1000pc,1744.75,1.0,India,Credit Card,Website,Returned
ORD102364,CUST384,2024-08-06,Electronics,Wireless Earbuds,3569.46,1.0,India,Debit Card,Website,Delivered
ORD102464,CUST1519,06/09/2024,Sports,Yoga Mat,1670.18,2.0,India,Net Banking,Marketplace,Delivered
ORD102088,CUST1310,2024-01-04,Home & Kitchen,Non-stick Pan Set,3424.88,2.0,India,COD,Marketplace,Delivered
ORD100473,CUST33,03-01-2024,Books,Self-Help Guide,326.99,2.0,INDIA,Credit Card,Website,Cancelled
ORD100306,CUST221,2024-02-11,Sports,Resistance Bands,1605.79,1.0,India,credit card,Website,Delivered
ORD105179,CUST134,27/03/2024,Fashion,Sunglasses,2035.71,2.0,Germany,Net Banking,Marketplace,Delivered
ORD103229,CUST1722,2024-04-03,Home & Kitchen,Air Fryer,3186.05,2.0,France,UPI,Mobile App,Returned
ORD102647,CUST42,09-02-2024,Sports,Dumbbell Set,1804.45,,India,Net Banking,Mobile App,Delivered
ORD105802,CUST1194,2024-01-26,Electronics,Smartwatch,3961.84,1.0,India,credit card,Marketplace,Returned
ORD105522,CUST1695,02-02-2024,Electronics,USB-C Cable,2462.8,2.0,India,UPI,Website,Delivered
ORD104554,CUST800,02-19-2024,Beauty,Face Serum,763.25,1.0,USA,Credit Card,Marketplace,Returned
ORD105585,CUST603,2024-09-15,Home & Kitchen,Storage Containers,1075.23,1.0,nan,credit card,Marketplace,Delivered
ORD105531,CUST1245,2024-09-19,Home & Kitchen,Blender,2707.43,1.0,USA,Net Banking,Marketplace,Returned
ORD102050,CUST1227,2024-04-23,Fashion,Cotton T-Shirt,2871.27,1.0,india,Debit Card,Website,Delivered
ORD105990,CUST1443,2024-04-20,Electronics,USB-C Cable,785.67,,France,Net Banking,Website,Delivered
ORD101161,CUST365,2024-08-16,Toys,Puzzle 1000pc,1524.63,1.0,USA,UPI,website,Cancelled
ORD102553,CUST421,2024-02-07,Toys,RC Car,402.0,1.0,USA,COD,Mobile App,Delivered
ORD100156,CUST892,2024-08-20,Home & Kitchen,LED Desk Lamp,1702.32,1.0,India,Credit Card,Mobile App,Delivered
ORD101407,CUST51,03-17-2024,Beauty,Face Serum,569.88,1.0,France,UPI,Website,Delivered
ORD105440,CUST1196,2024-02-01,Electronics,USB-C Cable,1412.96,1.0,UK,Debit Card,Marketplace,Delivered
ORD101181,CUST952,2024-07-26,Beauty,Sunscreen SPF50,796.37,1.0,USA,Debit Card,Mobile App,delivered
ORD104652,CUST563,2024-04-18,Electronics,Wireless Earbuds,1627.89,1.0,USA,UPI,Mobile App,Delivered
ORD103147,CUST545,2024-05-02,Fashion,Cotton T-Shirt,2366.96,2.0,India,Credit Card,Mobile App,Returned
ORD100311,CUST1750,2024-01-15,Fashion,Cotton T-Shirt,1664.54,2.0,UK,COD,Marketplace,Delivered
ORD102024,CUST670,2024-03-05,Home & Kitchen,Storage Containers,3092.52,4.0,nan,Credit Card,Website,Delivered
ORD103047,CUST290,2024-04-25,Beauty,Hair Dryer,1362.34,1.0,USA,credit card,Marketplace,Delivered
ORD102141,,2024-06-30,Toys,Board Game,810.56,2.0,UK,Credit Card,Marketplace,Delivered
ORD102338,CUST904,09-13-2024,Toys,Puzzle 1000pc,1358.23,1.0,Germany,,MOBILE APP,Delivered
ORD105344,CUST333,07-28-2024,Fashion,Sunglasses,209.84,1.0,UK,UPI,Mobile App,Delivered
ORD104435,CUST666,2024-04-06,Electronics,Phone Case,2473.73,2.0,UAE,credit card,Mobile App,delivered
ORD100174,CUST1077,2024-03-14,Fashion,Denim Jacket,543.18,1.0,USA,UPI,Website,Delivered
ORD105109,CUST754,2024-03-12,Beauty,Makeup Brush Kit,535.93,2.0,India,Debit Card,Website,Delivered
ORD100753,CUST1084,2024-07-04,Electronics,Smartwatch,3750.08,1.0,USA,Debit Card,Marketplace,Delivered
ORD100412,CUST404,12/04/2024,Sports,Yoga Mat,1830.38,1.0,India,UPI,Website,Delivered
ORD100229,CUST104,09-12-2024,Beauty,Sunscreen SPF50,1289.58,1.0,Germany,PayPal,website,Returned
ORD102310,CUST447,2024-05-21,Electronics,USB-C Cable,4899.04,1.0,UK,UPI,Website,Delivered
ORD102322,CUST228,2024-04-30,Beauty,Lip Balm Set,760.17,1.0,India,UPI,Mobile App,Delivered
ORD105178,CUST1518,01-12-2024,Sports,Resistance Bands,1378.71,3.0,France,Credit Card,website,Delivered
ORD105518,CUST158,2024-05-08,Fashion,Leather Wallet,2818.24,1.0,India,PayPal,MOBILE APP,Delivered
ORD100253,CUST183,04-25-2024,Electronics,USB-C Cable,1356.74,1.0,India,Net Banking,Mobile App,Delivered
ORD104068,CUST505,2024-02-23,Books,Kids Picture Book,324.58,3.0,USA,UPI,Website,Delivered
ORD100371,CUST474,2024-08-03,Fashion,Cotton T-Shirt,2471.56,1.0,Germany,Credit Card,Website,Delivered
ORD102886,CUST527,2024-04-29,Fashion,Sunglasses,1761.04,1.0,UK,Credit Card,Marketplace,Delivered
ORD101512,CUST620,2024-09-24,Books,Fiction Bestseller,320.28,1.0,India,UPI,Mobile App,Cancelled
ORD100531,CUST1110,2024-01-13,Beauty,Face Serum,,1.0,India,UPI,Marketplace,Delivered
ORD103886,,2024-01-31,Books,Fiction Bestseller,454.37,2.0,France,Credit Card,MOBILE APP,Delivered 
ORD103615,CUST1135,2024-05-13,Sports,Water Bottle,2091.34,1.0,USA,UPI,Website,Delivered
ORD104794,CUST357,22/08/2024,Books,Fiction Bestseller,197.87,1.0,USA,Debit Card,Website,Cancelled
ORD100654,CUST117,2024-01-06,Books,Cookbook,760.46,1.0,USA,credit card,Website,Delivered
ORD101333,CUST1648,2024-06-14,Books,Self-Help Guide,360.33,1.0,USA,UPI,Website,Delivered
ORD102238,CUST1493,06-11-2024,Toys,RC Car,1084.27,1.0,USA,,Marketplace,Returned
ORD100555,CUST464,2024-02-04,Sports,Cycling Gloves,865.04,1.0,UAE,Credit Card,Mobile App,Delivered
ORD100676,CUST471,24/06/2024,Electronics,Phone Case,3492.1,4.0,India,UPI,Mobile App,Delivered
ORD105229,CUST869,02-09-2024,Sports,Resistance Bands,1610.7,1.0,USA,Credit Card,MOBILE APP,Delivered
ORD103614,CUST1736,2024-07-03,Beauty,Hair Dryer,1261.18,1.0,UAE,UPI,Website,Delivered
ORD101460,CUST57,2024-06-30,Toys,Puzzle 1000pc,596.66,1.0,India,Credit Card,Mobile App,Delivered
ORD102140,CUST823,2024-06-03,Sports,Cycling Gloves,1587.53,1.0,India,UPI,Website,Delivered
ORD101491,CUST1746,04-15-2024,Beauty,Face Serum,1095.96,1.0,United States,COD,Website,Delivered
ORD101180,CUST1574,2024-02-08,Electronics,Wireless Earbuds,3681.22,2.0,nan,UPI,Website,Delivered
ORD100032,CUST348,2024-04-26,Books,Cookbook,433.4,1.0,UAE,Credit Card,MOBILE APP,Delivered
ORD102978,CUST8,2024-07-22,Toys,Board Game,1584.08,1.0,Germany,UPI,Mobile App,Delivered
ORD105740,CUST1354,2024-09-09,Sports,Yoga Mat,2398.34,1.0,India,UPI,Mobile App,Delivered
ORD105649,CUST1775,04-16-2024,Books,Self-Help Guide,183.2,1.0,India,,Mobile App,Delivered
ORD105047,CUST480,2024-01-22,Home & Kitchen,LED Desk Lamp,1318.19,1.0,nan,PayPal,Website,Returned
ORD100060,CUST1075,2024-06-13,Beauty,Sunscreen SPF50,1236.18,1.0,India,Debit Card,Website,Delivered
ORD101576,CUST433,04-23-2024,Fashion,Cotton T-Shirt,490.78,1.0,USA,COD,Website,Delivered
ORD101350,CUST1587,2024-07-14,Electronics,Wireless Earbuds,914.81,1.0,India,UPI,Mobile App,Delivered
ORD101890,CUST1233,2024-01-09,Electronics,Bluetooth Speaker,988.19,1.0,India,Credit Card,Mobile App,Delivered
ORD101679,,2024-04-23,Fashion,Sunglasses,1536.14,3.0,USA,Net Banking,Website,Delivered
ORD105106,CUST1365,05-02-2024,Books,Fiction Bestseller,188.99,1.0,India,Credit Card,Website,Delivered
ORD105827,CUST1440,2024-03-27,Beauty,Hair Dryer,1299.51,2.0,India,UPI,Marketplace,Cancelled
ORD103419,CUST765,01-02-2024,Sports,Yoga Mat,2142.95,1.0,India,Credit Card,Marketplace,Delivered
ORD102339,,20/01/2024,Sports,Yoga Mat,766.88,1.0,nan,UPI,Marketplace,Delivered
ORD101130,CUST1413,2024-08-13,Electronics,Smartwatch,842.13,4.0,USA,Credit Card,Marketplace,Returned
ORD103920,CUST335,2024-05-16,Home & Kitchen,Storage Containers,1925.37,1.0,UAE,Credit Card,Marketplace,Delivered
ORD101591,CUST899,2024-06-16,Toys,Board Game,1171.52,1.0,United States,,Marketplace,Delivered
ORD105231,CUST705,2024-05-24,Sports,Yoga Mat,249.49,4.0,nan,Net Banking,Marketplace,Delivered
ORD104537,CUST1509,2024-08-08,Electronics,Wireless Earbuds,2948.68,1.0,France,Credit Card,Mobile App,Delivered
ORD101546,CUST765,2024-01-10,Fashion,Leather Wallet,2808.38,1.0,INDIA,Debit Card,Mobile App,Delivered
ORD103465,CUST909,09/08/2024,Home & Kitchen,Storage Containers,1078.88,1.0,India,UPI,Website,Delivered
ORD103404,CUST356,2024-06-07,Home & Kitchen,Non-stick Pan Set,1486.5,4.0,India,Credit Card,Website,Delivered
ORD103119,CUST892,01-06-2024,Beauty,Sunscreen SPF50,197.56,1.0,India,UPI,Mobile App,Delivered
ORD101390,CUST407,2024-01-13,Electronics,USB-C Cable,1644.6,1.0,nan,UPI,Mobile App,Delivered
ORD102989,CUST1604,2024-05-15,Home & Kitchen,Air Fryer,653.41,1.0,France,PayPal,Website,Delivered
ORD103360,CUST615,01-17-2024,Fashion,Denim Jacket,2493.26,1.0,nan,UPI,Website,Delivered
ORD101053,CUST1198,2024-03-01,Books,Kids Picture Book,262.28,1.0,UK,Credit Card,Marketplace,Delivered
ORD102370,CUST355,07-09-2024,Fashion,Cotton T-Shirt,2795.53,1.0,UK,Debit Card,Website,Delivered
ORD102471,CUST1622,2024-09-04,Electronics,USB-C Cable,2410.02,1.0,India,Credit Card,Website,Delivered
ORD102342,CUST1586,09-16-2024,Home & Kitchen,Air Fryer,2191.39,2.0,USA,UPI,Marketplace,Delivered
ORD103960,CUST1100,10/04/2024,Beauty,Sunscreen SPF50,981.23,1.0,UK,UPI,Mobile App,Delivered
ORD101510,CUST878,04-05-2024,Toys,Building Blocks Set,1268.84,2.0,India,Debit Card,Website,delivered
ORD100218,CUST938,2024-07-19,Toys,RC Car,868.97,1.0,India,Debit Card,Website,Delivered
ORD104977,CUST862,2024-02-25,Beauty,Lip Balm Set,399.37,1.0,nan,COD,Marketplace,Delivered
ORD101750,CUST1572,03-08-2024,Sports,Yoga Mat,264.12,1.0,India,UPI,Website,Delivered
ORD105901,CUST929,2024-09-20,Electronics,Phone Case,2566.9,1.0,UAE,COD,Mobile App,Delivered
ORD101694,CUST1252,2024-08-30,Electronics,Bluetooth Speaker,2982.85,,France,Credit Card,Mobile App,Delivered
ORD100243,CUST220,2024-04-05,Electronics,Smartwatch,1483.19,2.0,France,PayPal,Mobile App,Delivered
ORD100568,CUST243,2024-04-01,Fashion,Sunglasses,1842.97,2.0,UK,Net Banking,Website,Delivered
ORD102761,CUST1190,2024-09-08,Fashion,Sunglasses,1195.68,1.0,india,credit card,Mobile App,Delivered
ORD103511,CUST562,05/06/2024,Toys,Building Blocks Set,1045.37,2.0,INDIA,Debit Card,Mobile App,Delivered
ORD103984,CUST1795,20/09/2024,Electronics,Wireless Earbuds,805.7,3.0,France,UPI,Mobile App,Cancelled
ORD104900,CUST96,2024-03-10,Sports,Cycling Gloves,1469.66,2.0,France,UPI,Mobile App,Delivered
ORD100132,CUST406,2024-07-10,Beauty,Hair Dryer,1208.61,2.0,USA,Debit Card,Website,Delivered
ORD105602,CUST972,2024-09-15,Electronics,Phone Case,3524.84,1.0,India,UPI,Website,Delivered
ORD104830,,2024-03-14,Toys,RC Car,1760.76,2.0,India,Credit Card,Mobile App,Returned
ORD101712,CUST260,2024-02-07,Beauty,Makeup Brush Kit,1128.59,1.0,India,Credit Card,Mobile App,Delivered
ORD101586,CUST765,2024-01-03,Fashion,Leather Wallet,,1.0,India,COD,Website,Delivered
ORD103955,CUST1562,2024-07-12,Fashion,Leather Wallet,280.99,2.0,USA,credit card,Website,Returned
ORD105783,CUST1329,2024-01-17,Electronics,Smartwatch,4504.36,2.0,USA,Credit Card,Mobile App,Delivered
ORD105115,CUST357,2024-08-05,Home & Kitchen,Non-stick Pan Set,696.83,1.0,UK,Credit Card,Website,Delivered
ORD103932,CUST1645,29/02/2024,Home & Kitchen,Storage Containers,1185.48,1.0,India,Credit Card,Website,Delivered
ORD100904,CUST230,2024-01-19,Electronics,Wireless Earbuds,3556.34,1.0,India,Credit Card,Mobile App,Delivered
ORD100819,CUST1060,03-19-2024,Electronics,Power Bank,1033.03,1.0,Germany,Net Banking,Website,Delivered
ORD100485,CUST482,01-26-2024,Home & Kitchen,Non-stick Pan Set,1957.64,1.0,Germany,UPI,Mobile App,Delivered
ORD102092,CUST1406,2024-04-20,Beauty,Makeup Brush Kit,621.32,1.0,India,Credit Card,Marketplace,Returned
ORD101837,CUST84,03-27-2024,Home & Kitchen,Storage Containers,1922.07,1.0,India,UPI,Marketplace,Delivered
ORD102611,CUST890,01-30-2024,Fashion,Cotton T-Shirt,2307.28,1.0,UK,Net Banking,Website,Returned
ORD101937,CUST137,2024-06-29,Fashion,Cotton T-Shirt,527.41,2.0,INDIA,Credit Card,Marketplace,Delivered
ORD101032,CUST1798,2024-06-28,Fashion,Sunglasses,2461.44,2.0,India,UPI,Website,Delivered
ORD101265,CUST679,2024-09-13,Electronics,USB-C Cable,2860.39,1.0,USA,UPI,MOBILE APP,Delivered 
ORD102026,CUST238,09/01/2024,Home & Kitchen,Storage Containers,1719.79,2.0,USA,UPI,Website,Delivered
ORD101530,CUST1533,08-02-2024,Books,Fiction Bestseller,657.11,1.0,india,Net Banking,Mobile App,Returned
ORD105833,CUST736,2024-05-25,Fashion,Cotton T-Shirt,2928.77,1.0,India,UPI,Mobile App,Delivered
ORD100738,CUST1510,13/01/2024,Home & Kitchen,Air Fryer,1815.19,2.0,United States,Credit Card,Marketplace,Returned
ORD100281,CUST251,2024-08-06,Sports,Cycling Gloves,1382.26,1.0,India,Credit Card,Website,Delivered
ORD102286,CUST1023,2024-03-04,Home & Kitchen,LED Desk Lamp,2105.61,1.0,UK,Debit Card,Website,Delivered
ORD104271,CUST438,24/07/2024,Fashion,Running Shoes,1599.76,1.0,India,,Mobile App,Returned
ORD103868,CUST37,01-14-2024,Home & Kitchen,Blender,3073.63,1.0,India,UPI,Website,Delivered
ORD100204,CUST1342,16/02/2024,Electronics,Wireless Earbuds,3583.5,1.0,India,,Marketplace,Delivered
ORD102099,CUST1221,04-19-2024,Sports,Water Bottle,307.64,1.0,Germany,Credit Card,Mobile App,Delivered
ORD105413,CUST563,19/04/2024,Books,Self-Help Guide,438.65,2.0,India,,website,Cancelled
ORD104697,CUST114,03/04/2024,Beauty,Sunscreen SPF50,461.03,1.0,United Kingdom,PayPal,Website,Delivered
ORD102960,CUST1310,02-03-2024,Electronics,Smartwatch,1665.12,1.0,India,UPI,Mobile App,Delivered
ORD105655,CUST1114,2024-02-19,Electronics,Bluetooth Speaker,2992.18,2.0,UK,UPI,Mobile App,Delivered
ORD104112,CUST374,2024-03-17,Sports,Dumbbell Set,648.75,1.0,india,Credit Card,Marketplace,Cancelled
ORD104981,CUST1420,2024-09-16,Fashion,Denim Jacket,2473.34,1.0,United States,Debit Card,Website,Delivered
ORD100617,CUST1191,2024-04-30,Sports,Dumbbell Set,2339.22,1.0,UK,PayPal,Mobile App,Delivered
ORD101682,CUST1774,2024-02-28,Fashion,Leather Wallet,2120.95,5.0,India,UPI,Marketplace,Delivered
ORD101404,CUST1485,2024-07-17,Sports,Resistance Bands,277.24,1.0,USA,Credit Card,Marketplace,Delivered
ORD105865,CUST366,2024-06-30,Home & Kitchen,LED Desk Lamp,2058.82,,France,UPI,Website,Delivered
ORD103104,CUST739,03-31-2024,Fashion,Running Shoes,1162.25,1.0,USA,Credit Card,Mobile App,Returned
ORD103447,CUST1104,2024-05-13,Beauty,Hair Dryer,972.0,3.0,UK,PayPal,Mobile App,Delivered
ORD105965,CUST839,2024-08-02,Electronics,Smartwatch,4053.91,3.0,India,UPI,Website,Delivered
ORD103374,CUST1435,02-27-2024,Fashion,Running Shoes,2473.81,1.0,India,PayPal,Website,delivered
ORD103209,CUST887,2024-08-11,Electronics,USB-C Cable,4154.3,4.0,India,Credit Card,MOBILE APP,Delivered
ORD105146,CUST932,08-01-2024,Electronics,Phone Case,1987.72,1.0,india,PayPal,website,Delivered
ORD100584,CUST220,03-29-2024,Fashion,Cotton T-Shirt,1981.0,2.0,Germany,Debit Card,Mobile App,Delivered
ORD100277,CUST505,12/06/2024,Home & Kitchen,Storage Containers,1843.68,2.0,India,Debit Card,Mobile App,Delivered 
ORD100183,CUST12,2024-06-08,Electronics,Smartwatch,3482.53,2.0,France,COD,Marketplace,Delivered
ORD103750,CUST92,29/01/2024,Books,Cookbook,768.18,1.0,USA,Net Banking,Mobile App,delivered
ORD101436,CUST418,2024-09-27,Beauty,Face Serum,194.42,1.0,India,Credit Card,Mobile App,Delivered
ORD101772,CUST568,01-09-2024,Home & Kitchen,Blender,2259.97,2.0,UK,COD,website,Delivered
ORD101932,CUST1701,04-05-2024,Fashion,Running Shoes,996.16,1.0,nan,COD,Mobile App,Delivered
ORD100079,CUST363,08-11-2024,Home & Kitchen,Blender,2916.49,1.0,India,Debit Card,Mobile App,Delivered
ORD103332,CUST557,29/08/2024,Toys,Puzzle 1000pc,774.09,3.0,India,UPI,Marketplace,Delivered
ORD100710,CUST1322,09-12-2024,Electronics,Wireless Earbuds,1558.62,1.0,UK,UPI,Mobile App,Returned
ORD100100,CUST494,2024-05-08,Books,Cookbook,664.49,2.0,India,UPI,Website,Delivered
ORD104081,CUST1533,2024-03-25,Fashion,Denim Jacket,1445.19,1.0,India,credit card,Mobile App,Delivered
ORD100701,CUST1315,2024-04-09,Toys,Building Blocks Set,827.17,1.0,USA,UPI,Mobile App,Cancelled
ORD102750,CUST1575,2024-08-24,Home & Kitchen,Air Fryer,2784.96,3.0,India,Debit Card,Website,Returned
ORD101044,CUST428,08-17-2024,Electronics,Phone Case,,1.0,USA,Net Banking,Mobile App,Delivered
ORD100029,CUST1493,2024-08-10,Sports,Yoga Mat,459.97,4.0,India,Net Banking,Mobile App,Delivered
ORD104333,CUST1628,18/06/2024,Fashion,Denim Jacket,2158.99,3.0,INDIA,UPI,Marketplace,Delivered
ORD103333,CUST795,04/06/2024,Toys,Building Blocks Set,1525.27,1.0,India,Credit Card,Mobile App,Delivered
ORD105694,CUST1210,19/05/2024,Home & Kitchen,Air Fryer,1871.0,2.0,USA,UPI,Mobile App,Delivered
ORD102675,CUST363,04-23-2024,Books,Fiction Bestseller,686.71,2.0,India,COD,Mobile App,Delivered
ORD103954,,04/08/2024,Home & Kitchen,Storage Containers,1469.01,1.0,USA,PayPal,Website,Delivered
ORD103761,CUST103,01-26-2024,Books,Self-Help Guide,328.61,3.0,India,Credit Card,Website,Delivered
ORD105412,CUST1433,2024-05-10,Fashion,Cotton T-Shirt,1530.08,1.0,Germany,UPI,Marketplace,Delivered
ORD101926,CUST1454,2024-05-06,Electronics,Smartwatch,2471.37,1.0,France,UPI,Marketplace,Delivered
ORD105195,CUST1133,2024-07-12,Beauty,Makeup Brush Kit,430.65,3.0,France,Net Banking,Mobile App,Cancelled
ORD105317,CUST1219,2024-04-27,Electronics,Smartwatch,4734.7,1.0,India,COD,Website,Cancelled
ORD100184,CUST412,28/04/2024,Fashion,Leather Wallet,1525.67,4.0,United Kingdom,,Mobile App,Delivered 
ORD101385,CUST840,2024-03-02,Home & Kitchen,Non-stick Pan Set,2858.09,1.0,India,UPI,website,Returned
ORD104597,CUST833,2024-06-22,Home & Kitchen,Air Fryer,1474.74,1.0,UK,COD,Mobile App,Returned
ORD102184,CUST1015,2024-03-15,Beauty,Face Serum,975.39,1.0,India,UPI,Website,Delivered
ORD102186,CUST497,2024-05-28,Fashion,Running Shoes,1929.75,2.0,India,Credit Card,website,Delivered
ORD105523,CUST1166,04-19-2024,Beauty,Sunscreen SPF50,644.52,2.0,India,Credit Card,Website,Delivered
ORD103655,CUST478,2024-01-31,Fashion,Sunglasses,1810.93,5.0,United States,PayPal,Mobile App,Delivered
ORD102634,CUST1248,05-29-2024,Home & Kitchen,Blender,2037.74,2.0,UAE,COD,Website,Delivered
ORD100101,CUST305,2024-04-19,Fashion,Cotton T-Shirt,835.35,1.0,United States,Net Banking,Mobile App,Delivered
ORD101568,CUST1227,2024-02-18,Fashion,Running Shoes,1594.03,1.0,UK,Credit Card,Mobile App,Delivered
ORD101611,CUST499,2024-07-10,Home & Kitchen,Non-stick Pan Set,312.07,1.0,India,Debit Card,Mobile App,Cancelled
ORD102660,CUST75,2024-03-26,Home & Kitchen,LED Desk Lamp,2381.99,2.0,India,Net Banking,Website,Delivered
ORD101096,CUST1021,02-26-2024,Home & Kitchen,Non-stick Pan Set,2504.71,4.0,India,COD,Website,Delivered
ORD102812,CUST1259,28/03/2024,Electronics,Bluetooth Speaker,2984.21,2.0,india,Net Banking,Website,Delivered
ORD102460,CUST1369,02-12-2024,Electronics,Phone Case,1327.75,1.0,Germany,UPI,Mobile App,Delivered
ORD104033,CUST471,24/07/2024,Home & Kitchen,LED Desk Lamp,932.71,2.0,UAE,Debit Card,Marketplace,Delivered
ORD103575,CUST1220,04-23-2024,Fashion,Leather Wallet,2673.54,1.0,UAE,Debit Card,Website,Delivered
ORD105363,CUST814,05-26-2024,Electronics,Bluetooth Speaker,3840.79,5.0,india,Net Banking,Marketplace,Delivered
ORD105811,CUST1705,2024-01-02,Sports,Cycling Gloves,2174.53,1.0,USA,Credit Card,Website,Delivered
ORD101789,CUST952,14/08/2024,Sports,Water Bottle,1097.26,4.0,USA,Net Banking,Mobile App,Cancelled
ORD105246,CUST288,2024-05-27,Sports,Cycling Gloves,2184.08,2.0,India,COD,Website,Delivered
ORD100230,CUST781,26/03/2024,Electronics,Phone Case,4511.7,1.0,India,Net Banking,Mobile App,Delivered
ORD105715,CUST1090,2024-01-30,Home & Kitchen,Non-stick Pan Set,2861.22,3.0,Germany,Debit Card,Website,Delivered
ORD102226,,2024-07-11,Fashion,Denim Jacket,2801.41,1.0,India,Credit Card,Mobile App,Delivered
ORD102316,CUST1796,2024-07-13,Beauty,Makeup Brush Kit,460.6,1.0,UK,Net Banking,Website,Delivered
ORD102753,CUST1539,2024-03-21,Home & Kitchen,LED Desk Lamp,422.3,,India,Credit Card,Website,Delivered
ORD104190,CUST1275,2024-07-01,Home & Kitchen,Storage Containers,3023.54,1.0,USA,Debit Card,Marketplace,Delivered
